@relation 'mutationvariants-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute KOSJ950102 numeric
@attribute KOSJ950107 numeric
@attribute KOSJ950112 numeric
@attribute GENE_FAMILY numeric
@attribute class {pathogenic,benign,conflicting,risk,unknown}

@data
0.1,0.1,0.2,17068,benign
0.1,0.1,0.5,19185,benign
4.6,6.2,3.9,7027,benign
4.6,6.2,3.9,8794,benign
4.6,6.2,3.9,7027,benign
0,0,0,14262,pathogenic
0.1,0.1,0.2,7230,pathogenic
2.8,0.1,3.6,7527,benign
0.5,0.1,0.5,14000,pathogenic
0,0,0,11411,pathogenic
0.5,0.9,0.5,12363,pathogenic
59,72.3,58.8,17574,benign
0.6,0.9,0.5,7230,pathogenic
82.8,91.5,77.9,17574,benign
0.1,0.1,1.7,6297,pathogenic
0,0,0,13436,pathogenic
0.1,0.1,0.8,12403,pathogenic
0.7,0.1,0.2,16973,benign
0.5,0.1,0.5,7516,benign
0.1,0.3,0.8,14262,benign
49.8,67.3,57.1,3049,pathogenic
0,0,0,3823,pathogenic
58.5,78.1,66.7,6547,pathogenic
0.8,1.7,1,409,benign
1.7,1.7,3.4,11042,pathogenic
1.5,0.1,0.7,12665,pathogenic
0,0,0,17697,pathogenic
58.5,78.1,66.7,7594,pathogenic
0.5,0.1,0.1,26013,benign
1.1,0.1,0.3,26257,pathogenic
0,0,0,2183,pathogenic
0.1,4.3,3.2,7516,benign
60.3,75.9,68.2,9666,benign
0.1,0.1,0.1,10939,benign
0.1,0.1,1.7,23212,benign
0.7,0.1,0.2,6547,pathogenic
0.5,0.1,0.5,25660,pathogenic
0.1,0.3,0.2,10818,benign
0.3,1.7,2,1058,pathogenic
0.7,0.8,0.4,19349,benign
58.5,78.1,66.7,26257,benign
0.1,0.1,0.7,6547,pathogenic
0.1,0.1,0.5,4217,pathogenic
0.7,0.8,0.4,30497,benign
0,0,0,28862,pathogenic
0.1,0.1,1.7,6901,benign
0.1,0.3,0.2,11621,pathogenic
0.1,0.3,1,10818,pathogenic
0.5,0.9,0.5,7609,benign
2.1,5.9,1.7,7027,benign
4.2,1.2,0.5,2195,benign
0,0,0,10585,pathogenic
1.5,0.1,0.7,493,pathogenic
0,0,0,29670,pathogenic
0.9,1.7,1.2,4401,pathogenic
0.5,0.1,0.5,1101,pathogenic
4.6,6.2,3.9,406,benign
4.6,6.2,3.9,7765,pathogenic
0.1,4.3,3.2,1149,benign
0.1,0.1,0.3,6547,pathogenic
82.8,91.5,77.9,23336,benign
0.5,0.1,0.1,12762,benign
0.3,1.7,2,23109,pathogenic
4.6,6.2,3.9,8950,benign
0.1,0.3,0.1,7510,benign
0.1,0.1,0.5,17939,pathogenic
0.1,0.4,0.5,2209,benign
46.5,78.9,56.8,13444,benign
0.1,0.1,1.7,379,benign
2.6,0.4,0.8,10252,benign
0,0,0,1424,pathogenic
7.8,0.8,0.1,10483,benign
59,72.3,58.8,12926,benign
4.6,6.2,3.9,13733,pathogenic
82.8,91.5,77.9,5959,benign
0.5,0.1,0.1,1058,pathogenic
2.3,8.3,9.4,5959,benign
0.5,0.9,0.5,5959,benign
0.5,0.1,0.5,603,pathogenic
1.3,0.1,1.3,5959,benign
49.8,67.3,57.1,4839,benign
0.5,0.1,0.1,7551,pathogenic
2.1,5.9,1.7,29,benign
5.7,0.1,1.9,1500,benign
0.1,0.3,1,1101,benign
0.1,0.1,0.4,2439,benign
0.7,0.1,0.2,10999,benign
0.1,0.1,0.2,3603,pathogenic
2.8,0.1,3.6,11577,benign
1.5,0.1,0.7,2962,pathogenic
0.6,0.1,1,1037,benign
0.1,0.3,0.2,7516,benign
5.7,0.1,1.9,952,pathogenic
0.1,0.1,0.8,7765,benign
0.1,0.1,0.8,7908,benign
82.8,91.5,77.9,4798,benign
0.1,0.1,1.7,11042,pathogenic
2.1,5.9,1.7,7208,benign
0.1,0.1,0.2,7672,pathogenic
0.1,0.3,0.1,870,pathogenic
4.2,1.2,0.5,21043,pathogenic
1.4,0.1,0.9,6547,pathogenic
0.8,1.7,1,9081,benign
0.1,0.3,0.2,9834,benign
0,0,0,19009,pathogenic
0.5,0.1,0.1,11042,pathogenic
0.1,0.3,0.2,2217,benign
82.8,91.5,77.9,25538,benign
0.3,1.7,2,3356,benign
0.1,0.3,1,15802,pathogenic
0.1,0.3,1,29502,benign
58.5,78.1,66.7,8818,benign
0.5,0.1,0.5,3530,benign
0.1,0.1,0.8,10947,benign
0.1,0.1,1.7,12762,benign
0,0,0,1908,pathogenic
1.5,0.1,0.7,6717,benign
0.5,0.6,0.2,20766,pathogenic
49.8,67.3,57.1,26090,benign
0,0,0,26113,pathogenic
8.4,11.7,7.5,6617,benign
0.1,1.8,0.7,13010,benign
0.5,0.9,0.5,12305,benign
0.6,0.9,0.5,1966,pathogenic
1.5,0.1,0.7,2946,benign
0.4,1.1,2.7,2858,pathogenic
0.1,0.1,1.7,11621,pathogenic
0,0,0,2153,pathogenic
0.1,0.1,1.7,28506,benign
0.1,0.1,0,6547,pathogenic
5.7,0.1,1.9,53,benign
0.5,0.1,0.5,4266,pathogenic
0,0,0,31923,pathogenic
0.1,0.1,0.5,12338,benign
0.6,0.1,1,3097,benign
0.1,0.3,0.2,2511,benign
0.4,1.1,2.7,6250,pathogenic
0.1,0.3,0.2,14388,benign
0.7,0.1,0.2,9179,pathogenic
49.8,67.3,57.1,9008,benign
1.4,0.1,0.9,6138,pathogenic
0.3,1.7,2,4827,pathogenic
1.5,0.1,0.7,8778,pathogenic
1.4,0.1,0.9,10588,pathogenic
5.7,0.1,1.9,21555,pathogenic
0.1,0.1,0.8,7590,benign
0.4,1.1,2.7,4979,pathogenic
1.5,0.1,0.7,12363,pathogenic
0.1,1.5,0.8,24565,benign
0.5,0.1,0.1,1839,pathogenic
59,72.3,58.8,18750,benign
5.7,0.1,1.9,29890,benign
0.1,0.1,0.4,7577,pathogenic
0.1,0.1,0.3,20087,benign
0.1,0.3,0.2,9475,benign
0.1,0.1,0.5,7698,pathogenic
0.1,0.1,0.2,10593,pathogenic
0.8,1.7,1,4241,pathogenic
49.8,67.3,57.1,6297,pathogenic
0.5,0.1,0.5,14000,benign
0.5,0.1,0.1,17009,benign
0.1,0.1,0.8,2933,benign
4.6,6.2,3.9,19185,benign
0.1,0.1,1.7,8858,pathogenic
60.3,75.9,68.2,18621,benign
0.1,0.3,0.2,11120,benign
0.1,0.1,0.3,1020,pathogenic
0.1,0.1,0.3,9608,benign
0.1,4.3,3.2,6412,benign
0.1,0.6,0.3,30858,pathogenic
0.1,0.6,0.3,18957,benign
8.4,11.7,7.5,17575,benign
82.8,91.5,77.9,2328,pathogenic
0.6,0.9,0.5,7716,benign
3,0.3,0.1,6547,pathogenic
2.8,0.1,3.6,1068,benign
0.5,0.1,0.1,904,benign
0.6,0.9,0.5,2323,pathogenic
0.5,0.9,0.5,11529,benign
0.1,0.1,0.2,10805,pathogenic
59,72.3,58.8,2666,benign
0.5,0.1,0.5,18324,benign
0.6,0.1,1,8515,pathogenic
0.1,1.8,0.7,8856,pathogenic
0.5,0.1,0.1,2514,pathogenic
49.8,67.3,57.1,3603,pathogenic
0.1,0.1,0.4,19165,benign
8.4,11.7,7.5,9115,pathogenic
0.1,0.1,0.7,19309,benign
49.8,67.3,57.1,21575,benign
0.1,0.3,0.2,25801,pathogenic
0.1,0.4,0.5,6694,benign
0,0,0,2197,pathogenic
0.5,0.1,0.5,438,pathogenic
5.7,0.1,1.9,29105,benign
0.1,0.3,1,17245,pathogenic
0.1,0.1,1.7,7908,benign
0.1,0.1,0.8,25223,benign
0.1,0.3,1,7944,pathogenic
49.8,67.3,57.1,10257,benign
0,0,0,7765,pathogenic
0.1,0.1,0.5,12404,pathogenic
0.1,0.1,0.5,24565,benign
0.1,1.8,0.7,8636,benign
0,0,0,7010,pathogenic
0.9,1.7,1.2,2464,benign
58.5,78.1,66.7,20,benign
5.7,0.1,1.9,11244,benign
0.1,0.1,1.7,21642,benign
0.1,0.1,1.7,30213,pathogenic
2.3,8.3,9.4,17089,benign
0.3,1.7,2,29110,benign
4.6,6.2,3.9,6954,benign
0.1,0.1,0.2,6484,benign
0.1,0.3,1,11273,benign
0.5,0.1,0.5,2201,pathogenic
2,2.6,2.7,4829,pathogenic
0.1,0.3,1,24783,benign
0.1,0.3,0.8,3754,benign
0.1,4.3,3.2,5389,pathogenic
1.4,0.1,0.9,23389,pathogenic
7.8,0.8,0.1,12687,benign
1.4,0.1,0.9,11276,pathogenic
2.8,0.1,3.6,18111,pathogenic
0.1,0.1,0.2,6193,pathogenic
0.1,0.3,0.2,6482,pathogenic
0.1,0.1,0.2,2523,benign
49.8,67.3,57.1,21043,benign
0.5,0.1,0.1,10999,benign
1.4,0.1,0.9,3603,benign
0.1,1.5,0.9,4827,pathogenic
0.1,0.1,1.7,20603,pathogenic
0.1,0.1,0.7,26267,pathogenic
0,0,0,7133,pathogenic
0,0,0,12601,pathogenic
0.3,1.7,2,8604,benign
0,0,0,6990,pathogenic
0.1,0.1,0.5,9009,benign
1.4,0.1,0.9,6482,benign
59,72.3,58.8,15807,benign
1.1,0.1,0.3,2188,benign
0.1,0.3,0.1,20626,benign
0.1,0.1,0.5,14544,benign
0.1,0.3,0.1,19963,benign
0.5,0.9,0.5,2217,pathogenic
0,0,0,983,pathogenic
0,0,0,11237,pathogenic
0.1,0.1,0.1,12592,benign
0.1,0.1,0.3,20,benign
0.3,1.7,2,14581,benign
2.4,0.1,3.9,19957,benign
5.7,0.1,1.9,2666,benign
0.1,0.1,1.7,9202,pathogenic
0.4,1.1,2.7,9179,benign
0.1,0.3,0.1,17416,benign
0.3,1.7,2,26090,benign
5.7,0.1,1.9,21056,benign
0.1,0.1,0.2,4177,pathogenic
8.4,11.7,7.5,12261,benign
0.3,1.7,2,29253,benign
0.1,1.5,0.8,12012,benign
0.1,0.1,1.7,8140,pathogenic
0.1,0.1,0.5,18640,benign
0,0,0,29357,pathogenic
0.5,0.1,0.5,17089,benign
0.1,0.1,0.4,9644,pathogenic
0.1,1.1,0.4,12601,benign
0.5,0.8,0.1,6547,pathogenic
0.8,1.7,1,6447,pathogenic
4.6,6.2,3.9,1078,pathogenic
49.8,67.3,57.1,603,pathogenic
3,0.3,0.1,6547,pathogenic
0.5,0.1,0.1,14270,pathogenic
2.3,8.3,9.4,16700,pathogenic
0.1,0.1,1.7,6547,pathogenic
5.7,0.1,1.9,16406,pathogenic
0.1,0.1,0.5,16406,benign
0.5,0.1,0.5,3416,benign
49.8,67.3,57.1,14540,benign
1.9,2.7,3.6,11777,pathogenic
0.5,0.1,0.5,10585,pathogenic
59,72.3,58.8,14906,benign
0.1,0.3,0.2,12784,benign
0,0,0,7010,pathogenic
0,0,0,8616,pathogenic
0.9,1.7,1.2,7606,benign
4.6,6.2,3.9,13530,benign
0.1,0.3,0.1,2263,benign
0.1,0.1,0.5,6696,benign
0.1,0.4,0.1,8786,benign
0.1,0.1,0.8,2942,benign
0,0,0,318,pathogenic
1.5,0.1,0.7,4177,pathogenic
0.8,1.7,1,4288,benign
0.4,1.1,2.7,17748,benign
60.3,75.9,68.2,29537,benign
0.1,0.3,0.2,9069,benign
4.6,6.2,3.9,6460,benign
5.7,0.1,1.9,428,benign
0,0,0,6547,pathogenic
0.3,1.7,2,30922,pathogenic
0.8,1.7,1,6296,pathogenic
4.6,6.2,3.9,2928,benign
2.3,8.3,9.4,5273,benign
0,0,0,7010,pathogenic
0.5,0.1,0.5,6547,pathogenic
0.1,0.3,1,9153,benign
0,0,0,31923,pathogenic
0.1,0.6,0.3,1100,benign
0.1,0.3,0.2,29,benign
2.4,0.1,3.9,2950,benign
58.5,78.1,66.7,29029,pathogenic
0.1,0.1,1.7,7176,benign
0.6,0.9,0.5,12687,pathogenic
5.7,0.1,1.9,6416,pathogenic
59,72.3,58.8,12363,benign
0.1,0.4,0.5,30832,pathogenic
5.7,0.1,1.9,17068,benign
0.6,0.9,0.5,14544,benign
4.2,1.2,0.5,15590,benign
0.1,0.1,0.3,6547,pathogenic
0.8,1.7,1,14000,pathogenic
0.1,0.1,1.7,2023,benign
4.6,6.2,3.9,3054,benign
0.1,0.1,0.8,12363,pathogenic
0.5,0.1,0.1,4173,pathogenic
0.1,0.3,0.8,3519,benign
0.1,0.1,1.7,3148,benign
49.8,67.3,57.1,29682,benign
0,0,0,15464,pathogenic
0.5,0.1,0.1,9834,pathogenic
0,0,0,26034,pathogenic
0,0,0,3603,pathogenic
0.1,0.3,0.2,10597,benign
0.5,0.8,0.1,6547,pathogenic
0.5,0.9,0.5,2198,pathogenic
0.1,0.3,1,10680,benign
4.6,6.2,3.9,2213,pathogenic
0.1,0.1,0.3,3097,benign
0,0,0,7010,pathogenic
58.5,78.1,66.7,22448,benign
0.1,0.3,1,3604,pathogenic
1.4,0.1,0.9,18084,benign
0.5,0.1,0.5,6240,benign
0.1,0.1,0.3,95,benign
0,0,0,12370,pathogenic
0.5,0.1,0.1,2464,benign
4.2,1.2,0.5,6482,pathogenic
0.3,1.7,2,3432,pathogenic
0.1,0.3,0.8,1541,benign
0.3,1.7,2,13797,pathogenic
0.1,0.1,0.3,10985,pathogenic
0.1,0.3,1,10985,pathogenic
0.6,0.1,1,10985,pathogenic
0,0,0,10985,pathogenic
46.5,78.9,56.8,10985,pathogenic
0.1,0.3,0.1,10985,pathogenic
1.5,0.1,0.7,8653,pathogenic
1.4,0.1,0.9,8653,pathogenic
0,0,0,8653,pathogenic
0,0,0,8654,pathogenic
0.1,0.1,0.3,8654,pathogenic
0.1,0.3,0.8,8654,pathogenic
0,0,0,8654,pathogenic
4.6,6.2,3.9,15582,benign
0.5,0.1,0.5,8654,pathogenic
58.5,78.1,66.7,8654,pathogenic
1.5,0.1,0.7,7579,benign
3,0.3,0.1,1480,benign
0,0,0,1133,pathogenic
0.1,0.4,0.1,14270,pathogenic
0.1,0.3,0.1,315,pathogenic
2.1,5.9,1.7,26784,pathogenic
0,0,0,11720,pathogenic
0,0,0,3097,pathogenic
0.1,0.1,0.4,1402,pathogenic
5.7,0.1,1.9,10604,pathogenic
0.1,0.3,0.2,17068,benign
0.6,0.1,1,23212,benign
58.5,78.1,66.7,4585,benign
0.1,0.1,1.7,11976,benign
0.8,1.7,1,7897,pathogenic
0.8,1.7,1,6547,pathogenic
1.5,0.1,0.7,2213,benign
4.6,6.2,3.9,29685,benign
0,0,0,18040,pathogenic
0.8,1.7,1,126,benign
1.5,0.1,0.7,4421,pathogenic
0,0,0,18358,pathogenic
0.1,0.1,1.7,26169,benign
0.5,0.1,0.5,11741,pathogenic
2.1,5.9,1.7,15889,benign
0.1,0.6,0.2,11364,pathogenic
0.5,0.9,0.5,3052,benign
0,0,0,3148,pathogenic
0.6,0.1,1,1078,pathogenic
0.1,0.1,0.4,2213,pathogenic
0,0,0,25568,pathogenic
0.9,1.7,1.2,17089,benign
0.1,4.3,3.2,795,benign
0.5,0.1,0.5,4389,pathogenic
0.5,0.1,0.1,24519,pathogenic
0.1,0.3,0.2,6447,pathogenic
0.1,0.1,0.8,12637,benign
0.1,4.3,3.2,26291,benign
0.5,0.1,0.1,1395,benign
0,0,0,29569,pathogenic
4.6,6.2,3.9,2195,benign
0,0,0,13830,pathogenic
1.4,0.1,0.9,17109,benign
0.7,0.1,0.2,2195,benign
0.5,0.1,0.5,583,pathogenic
5.7,0.1,1.9,7577,pathogenic
1.5,0.1,0.7,20626,benign
1.5,0.1,0.7,15784,benign
0.7,0.8,0.4,4177,pathogenic
5.7,0.1,1.9,34,pathogenic
0.9,1.7,1.2,3226,pathogenic
0.1,0.1,1.7,13797,benign
49.8,67.3,57.1,3754,benign
0.1,4.3,3.2,17084,benign
0.1,0.1,1.7,7704,pathogenic
0,0,0,583,pathogenic
0.1,1.8,0.7,9024,pathogenic
0.5,0.1,0.1,9024,benign
0,0,0,3603,pathogenic
5.7,0.1,1.9,17068,benign
5.7,0.1,1.9,14857,pathogenic
2.3,8.3,9.4,10818,benign
0.5,1.2,0.2,23725,pathogenic
49.8,67.3,57.1,17084,pathogenic
0.5,0.1,0.1,17084,benign
0,0,0,4036,pathogenic
0.1,0.3,0.2,7897,pathogenic
1.3,0.1,1.3,566,benign
0.1,1.1,0.4,7128,pathogenic
0,0,0,7325,pathogenic
8.4,11.7,7.5,7708,benign
0.1,0.1,0.8,23216,benign
0.1,0.1,0.8,9588,pathogenic
0.1,0.1,0.1,2187,pathogenic
0.1,0.1,0.1,26559,benign
0.6,0.9,0.5,2212,pathogenic
1.4,0.1,0.9,24565,benign
0.1,0.3,1,7526,pathogenic
2.3,8.3,9.4,14234,benign
0.8,1.7,1,2928,benign
0.1,0.1,0.4,2950,benign
0.3,1.7,2,1160,pathogenic
0.1,0.1,0.7,15946,benign
0.1,0.1,0.2,19041,benign
1.5,0.1,0.7,4585,benign
0.1,0.1,0.8,470,benign
0.5,0.1,0.1,21316,pathogenic
0.5,0.9,0.5,9177,pathogenic
0.8,1.7,1,2213,benign
0.8,1.7,1,11237,pathogenic
0.1,0.3,0.2,4177,pathogenic
0.5,0.1,0.5,11444,benign
0.1,0.4,0.5,8850,benign
0.1,0.1,1.7,11610,pathogenic
4.2,1.2,0.5,7720,benign
0.6,0.9,0.5,24565,benign
2.8,0.1,3.6,20202,benign
0.1,0.3,1,4117,benign
0.1,0.3,1,445,benign
0.1,0.3,0.2,574,benign
0,0,0,9816,pathogenic
0,0,0,25801,pathogenic
0.1,0.4,0.5,1399,benign
0,0,0,10914,pathogenic
0.1,0.1,0.8,14966,benign
0.5,0.8,0.1,10582,benign
5.7,0.1,1.9,12403,pathogenic
0.5,0.1,0.1,9069,pathogenic
0.1,0.1,0.2,9585,benign
1.5,0.1,0.7,6547,pathogenic
0.1,0.1,0.8,4883,benign
0.9,1.7,1.2,23785,benign
0,0,0,6547,pathogenic
0.1,0.3,0.2,9832,pathogenic
0.1,0.1,0.5,7551,pathogenic
0.1,0.1,0.7,2974,benign
58.5,78.1,66.7,93,pathogenic
1.4,0.1,0.9,23657,pathogenic
0.5,0.8,0.1,13530,pathogenic
0.1,0.1,2.3,20444,pathogenic
0.1,0.3,0.2,9586,benign
49.8,67.3,57.1,245,benign
0.1,4.3,3.2,1397,benign
0.7,0.1,0.2,7881,pathogenic
0.5,0.8,0.1,12363,pathogenic
2.1,5.9,1.7,3662,benign
0.1,0.3,0.8,30650,pathogenic
0.5,0.1,0.5,9325,pathogenic
1.5,0.1,0.7,7060,benign
0.1,0.1,0.2,12407,pathogenic
4.6,6.2,3.9,8724,benign
5.7,0.1,1.9,9673,benign
0.1,0.3,0.2,21555,benign
0.9,1.4,0.5,1884,pathogenic
49.8,67.3,57.1,2209,benign
0,0,0,17090,pathogenic
2.6,0.4,0.8,15946,benign
5.7,0.1,1.9,8877,benign
0,0,0,27729,benign
58.5,78.1,66.7,6636,pathogenic
4.2,1.2,0.5,23785,benign
0.1,4.3,3.2,9359,benign
0.1,0.1,0.4,2198,pathogenic
0.6,0.1,1,9689,pathogenic
0,0,0,2020,pathogenic
0.9,1.7,1.2,29203,benign
1.7,1.7,3.4,795,pathogenic
0.8,1.7,1,4893,benign
5.7,0.1,1.9,6439,benign
5.7,0.1,1.9,9585,pathogenic
2.6,0.4,0.8,6597,pathogenic
1.5,0.1,0.7,8516,benign
0.3,1.7,2,800,pathogenic
5.7,0.1,1.9,17272,benign
0,0,0,2514,pathogenic
0.5,0.9,0.5,9069,pathogenic
0.1,1.5,0.9,8156,benign
1.7,1.7,3.4,2707,benign
5.7,0.1,1.9,3049,pathogenic
2.3,8.3,9.4,19261,benign
66.4,71.2,60.6,3052,pathogenic
0.1,0.1,0.2,30664,pathogenic
0.5,0.9,0.5,21711,benign
2.3,8.3,9.4,16187,benign
0.6,0.9,0.5,1246,pathogenic
0.5,0.1,0.1,12440,benign
0.5,0.8,0.1,9585,pathogenic
0.3,1.7,2,15946,benign
1.4,0.1,0.9,9884,benign
0,0,0,6547,pathogenic
1.5,0.1,0.7,6601,benign
0.5,0.1,0.5,9449,pathogenic
82.8,91.5,77.9,2976,pathogenic
0.5,0.1,0.5,3373,benign
0.1,0.6,0.2,3700,pathogenic
0.1,0.1,1.7,19139,pathogenic
0.7,0.8,0.4,26090,pathogenic
0,0,0,6547,pathogenic
0.7,0.1,0.2,11604,pathogenic
0.9,1.7,1.2,6412,pathogenic
1.5,0.1,0.7,25695,benign
0,0,0,12730,pathogenic
0.5,0.9,0.5,24624,benign
0,0,0,3748,pathogenic
0,0,0,17870,pathogenic
1.5,0.1,0.7,6929,benign
1.4,0.1,0.9,3582,pathogenic
0.1,0.1,0.5,19942,pathogenic
0.1,0.1,0.1,1787,pathogenic
0.1,0.4,0.1,801,pathogenic
0,0,0,19048,pathogenic
1.5,0.1,0.7,600,benign
49.8,67.3,57.1,16404,benign
82.8,91.5,77.9,746,pathogenic
0,0,0,3052,pathogenic
0.1,0.3,0.8,19316,pathogenic
0.1,0.1,0.4,26050,benign
1.5,0.1,0.7,26050,benign
0.1,0.1,0.2,2185,pathogenic
1.5,0.1,0.7,7590,benign
0.9,1.4,0.5,6547,pathogenic
0,0,0,13013,pathogenic
0.5,0.6,0.2,2962,benign
0.1,0.3,0.2,7881,benign
59,72.3,58.8,13681,benign
2.1,5.9,1.7,3542,benign
5.7,0.1,1.9,3542,benign
0.1,1.8,0.7,2689,benign
0.1,0.1,1.7,2591,benign
0.5,0.1,0.5,1068,benign
0.1,4.3,3.2,2592,benign
2.1,5.9,1.7,2592,benign
0.5,0.1,0.1,2591,benign
0,0,0,13829,pathogenic
1.4,0.1,0.9,2592,benign
0.5,0.9,0.5,2592,benign
0.1,0.1,1.7,16692,benign
0,0,0,12687,pathogenic
0.9,1.7,1.2,8617,benign
0,0,0,6741,pathogenic
0.3,1.7,2,16692,benign
0,0,0,28396,pathogenic
0,0,0,6483,pathogenic
0,0,0,19048,pathogenic
0.1,0.1,0.3,2204,pathogenic
0.5,0.1,0.5,3754,pathogenic
0.1,0.1,0.8,616,benign
0.1,1.5,0.8,4187,benign
7.8,0.8,0.1,13733,benign
0,0,0,6413,pathogenic
0.1,0.1,0.2,30260,pathogenic
0.5,0.1,0.1,12363,pathogenic
0.5,1.2,0.2,11272,benign
0.1,0.1,0.1,23399,benign
1.5,0.1,0.7,17089,pathogenic
5.7,0.1,1.9,10818,benign
1.4,0.1,0.9,9016,pathogenic
1.5,0.1,0.7,12403,benign
82.8,91.5,77.9,18802,benign
0,0,0,12403,pathogenic
0.5,0.8,0.1,10263,benign
0.3,1.7,2,10012,pathogenic
4.6,6.2,3.9,29222,pathogenic
0.5,0.1,0.5,21701,pathogenic
5.7,0.1,1.9,19297,benign
0.1,0.3,0.2,29670,benign
3,0.3,0.1,2577,benign
0.1,0.1,1.7,21642,benign
0.1,1.5,0.9,10825,benign
0,0,0,4065,pathogenic
0,0,0,7127,pathogenic
0.5,0.1,0.5,21406,pathogenic
0.1,0.3,0.2,34,pathogenic
0.8,1.7,1,34,pathogenic
5.7,0.1,1.9,2211,benign
0.5,0.1,0.1,7882,benign
0.1,0.3,0.2,19261,benign
1.5,0.1,0.7,8007,benign
0.5,0.8,0.1,2185,pathogenic
0.3,1.7,2,6909,benign
0.1,0.6,0.3,7225,pathogenic
2.1,5.9,1.7,10560,benign
0,0,0,26922,pathogenic
58.5,78.1,66.7,9957,benign
0.1,0.1,0.4,8512,pathogenic
0.1,4.3,3.2,16762,benign
0.1,0.1,0.3,6585,benign
0.1,0.1,0.5,644,pathogenic
0,0,0,6251,pathogenic
0.5,0.1,0.5,9921,pathogenic
0,0,0,12403,pathogenic
0.1,0.1,0.1,27424,benign
5.7,0.1,1.9,1397,benign
0.1,0.3,0.2,34,pathogenic
5.7,0.1,1.9,9069,benign
0.1,4.3,3.2,9751,benign
5.7,0.1,1.9,16473,benign
1.4,0.1,0.9,16473,benign
5.7,0.1,1.9,5959,pathogenic
0.7,0.1,0.2,19185,benign
0.1,0.1,0.2,11777,pathogenic
0.5,0.1,0.1,19967,benign
0,0,0,10263,pathogenic
58.5,78.1,66.7,9451,pathogenic
0.1,0.3,0.8,6814,benign
0.1,1.8,0.7,6814,benign
0.1,0.1,0.4,11724,benign
0.9,1.7,1.2,3688,benign
60.3,75.9,68.2,6814,benign
0.1,0.1,0.2,7720,pathogenic
0.1,0.1,1.7,12586,benign
49.8,67.3,57.1,21406,pathogenic
0.1,0.3,1,21350,benign
1.5,0.1,0.7,21350,benign
0.1,0.4,0.5,1058,benign
0.1,1.1,0.4,11231,pathogenic
0,0,0,175,pathogenic
0,0,0,795,pathogenic
0.1,0.1,1.7,8786,benign
58.5,78.1,66.7,24565,benign
49.8,67.3,57.1,6814,benign
0,0,0,4166,pathogenic
0.1,0.6,0.3,5439,benign
8.4,11.7,7.5,19191,benign
0.8,1.7,1,1228,benign
1.5,0.1,0.7,16,benign
1.4,0.1,0.9,21082,benign
0,0,0,1100,pathogenic
1.5,0.1,0.7,603,pathogenic
0,0,0,7551,pathogenic
0.1,0.1,0.3,19082,pathogenic
0.1,0.1,1.7,2209,pathogenic
0.5,0.8,0.1,6547,pathogenic
0,0,0,7652,pathogenic
0.1,0.1,0.5,7323,benign
0.1,0.1,0.8,3582,pathogenic
0.5,0.1,0.1,12518,benign
0.1,0.1,1.7,2707,benign
0.1,4.3,3.2,16406,benign
59,72.3,58.8,8803,pathogenic
1.4,0.1,0.9,2214,benign
0,0,0,4189,pathogenic
0.1,0.1,0.8,34,pathogenic
1.4,0.1,0.9,21022,pathogenic
0.1,0.1,0.2,10483,pathogenic
49.8,67.3,57.1,3688,benign
58.5,78.1,66.7,2227,benign
0,0,0,4087,pathogenic
0.1,0.1,0.1,8818,pathogenic
0.8,1.7,1,12403,benign
59,72.3,58.8,18340,benign
4.6,6.2,3.9,11027,benign
0.9,1.7,1.2,473,pathogenic
4.2,1.2,0.5,16068,benign
0.1,0.4,0.5,11027,benign
0.3,1.7,2,11027,pathogenic
0,0,0,12363,pathogenic
0.5,0.8,0.1,20188,pathogenic
0.1,0.1,0.5,7010,pathogenic
0.1,0.1,0.2,29059,pathogenic
0,0,0,2073,pathogenic
0.5,0.1,0.5,23845,pathogenic
0,0,0,7939,benign
58.5,78.1,66.7,2943,benign
0.1,0.3,0.1,11226,pathogenic
59,72.3,58.8,6547,pathogenic
1.5,0.1,0.7,3255,pathogenic
2.3,8.3,9.4,13533,pathogenic
4.6,6.2,3.9,2213,benign
0.1,0.1,0.3,2343,pathogenic
82.8,91.5,77.9,26927,pathogenic
8.4,11.7,7.5,2433,benign
1.4,0.1,0.9,1513,pathogenic
0.1,1.5,0.9,24842,benign
0.1,0.3,0.2,10596,pathogenic
0.1,0.3,0.2,870,pathogenic
7.8,0.8,0.1,7679,pathogenic
0.1,0.1,0.1,24249,benign
4.2,1.2,0.5,602,pathogenic
0.3,1.7,2,609,pathogenic
2.4,0.1,3.9,609,pathogenic
49.8,67.3,57.1,11233,pathogenic
0.1,0.1,0.1,5172,benign
0.1,0.1,0.5,5213,benign
0.1,0.3,1,18750,benign
0.8,1.7,1,2953,benign
0.6,0.9,0.5,12420,pathogenic
0.5,0.8,0.1,12403,pathogenic
0,0,0,9024,pathogenic
58.5,78.1,66.7,19954,pathogenic
0.1,0.1,0.3,1101,pathogenic
0.1,1.8,0.7,32685,benign
0.1,0.1,0.4,2952,benign
0.7,0.1,0.2,25902,benign
0.1,0.1,1.7,15999,benign
0,0,0,795,pathogenic
0,0,0,29253,pathogenic
0.1,0.1,0.1,397,pathogenic
0,0,0,17272,pathogenic
1.5,0.1,0.7,7516,benign
